date,close
12-Dec-18,12
12-Dec-17,12
12-Dec-16,19
12-Dec-15,22
12-Dec-14,23
12-Dec-13,20
13-Dec-12,22
12-Dec-11,22
12-Dec-10,20
12-Dec-09,25
12-Dec-08,30
12-Dec-07,33
12-Dec-06,32
12-Dec-05,32
12-Dec-04,33
12-Dec-03,33
12-Dec-02,38
12-Dec-01,44
12-Dec-00,41
